Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed
ICMPv6 fe80::212:7401:1:101 0 ff02::1a 0 155 1,ICMPv6,fe80::212:7401:1:101,0,ff02::1a,0,2021-05-27 19:48:29.324971,2021-05-27 19:48:29.324971,1622137709324971.0,0.0,"{'00:12:74:01:00:01:01:01', '0x0000ffff'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,97.0,97.0,97.0,97.0,0,0,0,0,0,0,97.0,97.0,97.0,0,1.0,0.0,0,0.0,0.0,97.0,0.0,0,0.0,0.0
ICMPv6 fe80::212:7401:1:101 0 fe80::212:740b:b:b0b 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:740b:b:b0b,0,2021-05-27 19:48:31.295784,2021-05-27 19:48:31.389520,1622137711295784.0,93736.0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.015610933303833008,0.046875,0.09373593330383301,0.031245311101277668,0.015632033875504586,0.015610933303833008,0.046875,0.031245311101277668,0.015632033875504586,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,408.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,4.0,0.0,0.0,42.673039173849965,0.0,408.0,0.0,0.0,4352.649995732696
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7408:8:808 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7408:8:808,0,2021-05-27 19:48:31.298509,2021-05-27 19:48:31.478182,1622137711298509.0,179673.0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.007673978805541992,0.046875,0.1796731948852539,0.025667599269321988,0.017932367203525413,0.007673978805541992,0.046875,0.025667599269321988,0.017932367203525413,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,816.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,8.0,0.0,0.0,44.52533213114937,0.0,816.0,0.0,0.0,4541.583877377236
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7403:3:303 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7403:3:303,0,2021-05-27 19:48:31.299826,2021-05-27 19:48:31.479499,1622137711299826.0,179673.0,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.006988048553466797,0.046875,0.1796731948852539,0.025667599269321988,0.018191791317070792,0.006988048553466797,0.046875,0.025667599269321988,0.018191791317070792,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,816.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,8.0,0.0,0.0,44.52533213114937,0.0,816.0,0.0,0.0,4541.583877377236
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7407:7:707 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7407:7:707,0,2021-05-27 19:48:31.299983,2021-05-27 19:48:31.479656,1622137711299983.0,179673.0,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",,0,0,0,0,0,0.007013082504272461,0.046875,0.1796729564666748,0.025667565209524974,0.018182105261566422,0.007013082504272461,0.046875,0.025667565209524974,0.018182105261566422,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,816.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,8.0,0.0,0.0,44.52533213114937,0.0,816.0,0.0,0.0,4541.583877377236
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7406:6:606 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7406:6:606,0,2021-05-27 19:48:31.300800,2021-05-27 19:48:31.480473,1622137711300800.0,179673.0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.007014036178588867,0.046875,0.1796729564666748,0.025667565209524974,0.018181818107175857,0.007014036178588867,0.046875,0.025667565209524974,0.018181818107175857,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,816.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,8.0,0.0,0.0,44.52533213114937,0.0,816.0,0.0,0.0,4541.583877377236
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7409:9:909 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7409:9:909,0,2021-05-27 19:48:31.303006,2021-05-27 19:48:31.482686,1622137711303006.0,179680.0,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.007013082504272461,0.04688215255737305,0.17968010902404785,0.025668587003435408,0.01818349585519276,0.007013082504272461,0.04688215255737305,0.025668587003435408,0.01818349585519276,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,816.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,8.0,0.0,0.0,44.52359750667854,0.0,816.0,0.0,0.0,4541.406945681211
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7404:4:404 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7404:4:404,0,2021-05-27 19:48:31.377042,2021-05-27 19:48:36.072369,1622137711377042.0,4695327.0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.9609370231628418,3.7343900203704834,4.695327043533325,2.3476635217666626,1.9611274216276782,0.9609370231628418,3.7343900203704834,2.3476635217666626,1.9611274216276782,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,306.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,3.0,0.0,0.0,0.6389331350084883,0.0,306.0,0.0,0.0,65.1711797708658
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,2021-05-27 19:48:31.380710,2021-05-27 19:48:36.379240,1622137711380710.0,4998530.0,set(),,0.009484052658081055,1.4809019565582275,4.998530149459839,0.3845023191892184,0.4805335056313091,0,0,0,0,0,0.009484052658081055,1.4809019565582275,0.3845023191892184,0.4805335056313091,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,5.0,70.0,5.0,0.0,0,0,0,0,0,5.0,5.0,5.0,0.0,14.0,0.0,0,2.8008234420919753,0.0,70.0,0.0,0,14.004117210459876,0.0
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7405:5:505 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7405:5:505,0,2021-05-27 19:48:31.399003,2021-05-27 19:48:35.367768,1622137711399003.0,3968765.0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,1.5476620197296143,2.421103000640869,3.9687650203704834,1.9843825101852417,0.6176160405685781,1.5476620197296143,2.421103000640869,1.9843825101852417,0.6176160405685781,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,306.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,3.0,0.0,0.0,0.7559026548561076,0.0,306.0,0.0,0.0,77.10207079532299
